schema_version,tic,sector,cadence_s,n_epochs,var_amplitude_ppt,rotation_period_d,rotation_power,rotation_systematic,n_flares,is_dipper,n_dips,var_class,subclass,tool_version
2,101000082,18,120,14528,1.1018836140632629,1.860581757107808,0.18294007219685648,False,0,False,0,rotator,pulsator,0.4.0
2,101031252,18,120,14536,0.828378939628601,4.688661018606945,0.1251295375603512,False,0,False,0,rotator,rotator,0.4.0
2,101031443,18,120,14536,14.14381483197212,1.3169613182452942,0.610493287931682,False,0,False,0,rotator,pulsator,0.4.0
2,101032472,18,120,14090,4.37315845569496,,0.0048157582100771,False,0,False,0,quiet,quiet,0.4.0
2,101033580,18,120,13058,2.7288610177553303,,0.01849745292405621,False,0,False,0,quiet,quiet,0.4.0
2,101034247,18,120,13102,3.279714390030932,,0.006861704355670215,False,0,False,0,quiet,quiet,0.4.0
2,101036148,18,120,14539,0.42117068767547605,,0.04915913367343185,False,0,False,0,quiet,quiet,0.4.0
2,101036163,18,120,14043,0.7017449498176573,,0.006050392252153846,False,0,False,0,quiet,quiet,0.4.0
2,101036294,18,120,14542,0.42284971475601196,,0.013617062600389676,False,0,False,0,quiet,quiet,0.4.0
2,101037444,18,120,13112,1.9147095748609049,,0.0011837483134980147,False,0,False,0,quiet,quiet,0.4.0
2,101091831,18,120,14058,1.0737819389234817,0.5493816301788572,0.13738085279621773,False,0,False,0,rotator,pulsator,0.4.0
2,101093290,18,120,14097,1.038964283466339,,0.007714998540767117,False,0,False,0,quiet,quiet,0.4.0
2,101095719,18,120,13539,1.1888395428657532,,0.01953163069837227,False,0,False,0,quiet,quiet,0.4.0
2,101127274,18,120,13341,2.305039072036743,,0.019549715366878235,False,0,False,0,quiet,quiet,0.4.0
2,101127453,18,120,13461,2.881210470199585,9.423150262273905,0.5629578974413629,False,0,False,0,rotator,eclipsing,0.4.0
2,101129994,18,120,13968,2.1401409387588504,0.5757679428939015,0.11883856029216415,False,0,False,0,rotator,pulsator,0.4.0
2,101131591,18,120,13969,1.2147319078445433,5.210612269919259,0.2139128862262291,False,2,False,0,rotator,pulsator,0.4.0
2,101133930,18,120,14214,20.983022975415675,,0.06367294766005513,False,8,False,0,flaring,flaring,0.4.0
2,101163727,18,120,14182,1.5577836513519285,,0.011834353980285433,False,0,False,0,quiet,quiet,0.4.0
2,101164678,18,120,13933,45.00517208576202,,0.004739865115935159,False,0,False,0,variable,variable,0.4.0
2,101166418,18,120,13845,3.2599636316299434,5.184411290823205,0.14241103218352066,False,0,False,0,rotator,rotator,0.4.0
2,101166500,18,120,13912,1.5576510037391778,,0.004173452223058961,False,0,False,0,quiet,quiet,0.4.0
2,101166537,18,120,13853,5.733612370491027,2.328545204474852,0.7537022338576783,False,0,False,0,rotator,pulsator,0.4.0
2,101166650,18,120,14174,0.8769823551177978,,0.061562541620170975,False,18,False,0,flaring,flaring,0.4.0
2,101166802,18,120,13942,32.91516085267067,2.662824943406577,0.25406084448749755,False,0,False,2,rotator,eclipsing,0.4.0
2,101166860,18,120,13974,1.6684226989746092,5.7295870409170675,0.45924950325639047,False,0,False,0,rotator,pulsator,0.4.0
2,101167308,18,120,14170,1.1217227114273733,,0.09502333381390028,False,0,False,0,quiet,quiet,0.4.0
2,101167744,18,120,14431,42.115831589698786,,0.0011028466012510106,False,0,False,0,variable,variable,0.4.0
2,101168642,18,120,14003,3.4739070296287533,,0.0014638320096818508,False,0,False,0,quiet,quiet,0.4.0
2,101168822,18,120,13906,13.639929561617087,,0.01039994395594446,False,4,False,0,flaring,flaring,0.4.0
2,101217486,18,120,13948,7.058100048190357,1.8782141640525745,0.3767245668285938,False,3,False,0,flaring,flaring,0.4.0
2,101217579,18,120,13978,2.491676038999793,,0.005730093708671359,False,0,False,0,quiet,quiet,0.4.0
2,101219123,18,120,13907,1.808223795890808,,0.08027119386145626,False,0,False,1,quiet,quiet,0.4.0
2,101219357,18,120,13931,4.028339445590973,,0.00426036851670184,False,0,False,0,quiet,quiet,0.4.0
2,101219978,18,120,13923,1.4381308794021606,,0.05397966140963172,False,0,False,0,quiet,quiet,0.4.0
2,101220313,18,120,13957,1.0121882200241088,8.809946866306465,0.22074980761020777,False,0,False,0,rotator,pulsator,0.4.0
2,101220458,18,120,14004,74.63615374457378,7.166328513681606,0.15116049270470236,False,2,False,3,rotator,rotator,0.4.0
2,101220876,18,120,14184,7.867523000612169,1.139316198137605,0.5772600105808761,False,16,False,0,flaring,flaring,0.4.0
2,101222257,18,120,14168,0.9230672299861907,8.85216298657112,0.16820251887442622,False,0,False,0,rotator,pulsator,0.4.0
2,101223028,18,120,14001,9.685246789455414,,0.003431653431430478,False,0,False,0,variable,variable,0.4.0
