schema_version,tic,sector,cadence_s,n_epochs,var_amplitude_ppt,rotation_period_d,rotation_power,rotation_systematic,n_flares,is_dipper,n_dips,var_class,subclass,tool_version
2,1102555267,17,120,11876,181.76855553388594,,0.0014937745425211515,False,0,False,0,variable,variable,0.3.2
2,113655022,17,120,12228,0.833283441266911,,0.04030668519027386,False,0,False,0,quiet,quiet,0.3.2
2,113670567,17,120,12715,3.0157093763351437,,0.0020062644766681618,False,0,False,0,quiet,quiet,0.3.2
2,113670793,17,120,12576,1.8432182550430296,6.0102676267086075,0.22678869429133175,False,0,False,0,rotator,pulsator,0.3.2
2,113709443,17,120,12194,2.081463360786438,,0.005259636096448128,False,0,False,1,quiet,quiet,0.3.2
2,113709969,17,120,11420,4.522857105731964,,0.11441223441600802,True,0,False,0,quiet,quiet,0.3.2
2,115417172,17,120,13098,2.441570630167164,2.241435464087457,0.4501441373574207,False,0,False,0,rotator,pulsator,0.3.2
2,115511182,17,120,12876,1.1179227411746977,,0.0020492490333724063,False,0,False,0,quiet,quiet,0.3.2
2,115514831,17,120,13097,0.616291308403015,,0.001505057404011497,False,0,False,0,quiet,quiet,0.3.2
2,115545804,17,120,13093,0.6482811927795409,,0.0021369055444934453,False,0,False,0,quiet,quiet,0.3.2
2,115547316,17,120,12687,1.3927087783813474,,0.011308186374771724,False,0,False,0,quiet,quiet,0.3.2
2,115592814,17,120,13094,0.7291837871074677,,0.009904953906551727,False,0,False,0,quiet,quiet,0.3.2
2,115593181,17,120,13094,1.103916186327707,11.652018655836628,0.11786634680594489,False,0,False,0,rotator,rotator,0.3.2
2,115616979,17,120,12699,6.828691506385803,,0.003910670813188089,False,0,False,0,variable,variable,0.3.2
2,115656691,17,120,12702,15.19090868857775,,0.007032534571577345,False,0,False,0,variable,variable,0.3.2
2,115718110,17,120,13087,2.7656227111816407,4.856463037976558,0.5310770431531527,False,0,False,0,rotator,pulsator,0.3.2
2,115718255,17,120,12832,1.8307138672258296,,0.0922930139599417,False,0,False,0,quiet,quiet,0.3.2
2,115718577,17,120,13096,0.9862074851989745,10.595913311513373,0.1608497751065344,False,1,False,0,rotator,rotator,0.3.2
2,115720764,17,120,13043,0.950506067276001,,0.0010781437573827773,False,0,False,0,quiet,quiet,0.3.2
2,115853789,17,120,13067,0.6714340925216674,,0.04265159464102398,False,0,False,0,quiet,quiet,0.3.2
2,115862380,17,120,12946,1.2316546967132478,,0.09241283786611898,False,0,False,0,quiet,quiet,0.3.2
2,115865933,17,120,13070,5.063813120126724,0.570924189082323,0.5030453566605626,False,0,False,0,rotator,pulsator,0.3.2
2,115913403,17,120,13072,0.9933654723574361,,0.003411974663392213,False,0,False,0,quiet,quiet,0.3.2
2,115914577,17,120,13032,0.7763291001319885,,0.0016909389982613411,False,0,False,0,quiet,quiet,0.3.2
2,117955537,17,120,12872,2.6314774412797357,,0.0037515805309213815,False,0,False,0,quiet,quiet,0.3.2
2,118182747,17,120,12711,0.9423760414123534,,0.029198478138833656,False,0,False,1,quiet,quiet,0.3.2
2,118184391,17,120,12610,0.9479433699829389,,0.07400255585100277,False,0,False,0,quiet,quiet,0.3.2
2,118244692,17,120,12564,4.2474523530169614,,0.0038810758924498457,False,0,False,0,quiet,quiet,0.3.2
2,118247681,17,120,12560,1.467381211079287,,0.03510646804810815,False,0,False,0,quiet,quiet,0.3.2
2,118251031,17,120,12606,0.9566920135433682,,0.008958960412272477,False,0,False,0,quiet,quiet,0.3.2
2,118251244,17,120,12611,0.6838058710098267,,0.004598396610669401,False,0,False,0,quiet,quiet,0.3.2
2,118267582,17,120,12604,3.1782656139652246,,0.004921605596928387,False,0,False,1,quiet,quiet,0.3.2
2,118267721,17,120,12556,2.8337115933385015,,0.010558565082331006,False,0,False,0,quiet,quiet,0.3.2
2,1201228154,17,120,12609,1.6141636133193968,,0.0011974374001729915,False,0,False,0,quiet,quiet,0.3.2
2,1201228157,17,120,12609,0.512368369102478,,0.0012850815348816197,False,0,False,0,quiet,quiet,0.3.2
2,1201246068,17,120,12611,182.08129642009735,,0.0012484681401227138,False,0,False,0,variable,variable,0.3.2
2,125282056,17,120,12911,1.4218708276748657,,0.0013174128295298441,False,0,False,0,quiet,quiet,0.3.2
2,125282514,17,120,13093,0.36814877986907957,,0.03197922356185026,False,0,False,0,quiet,quiet,0.3.2
2,125302830,17,120,13098,0.8168908596038817,,0.001519550999033329,False,0,False,0,quiet,quiet,0.3.2
2,125303617,17,120,12940,1.4697672843933105,3.854097579155754,0.14358767908939768,False,0,False,0,rotator,pulsator,0.3.2
2,125443704,17,120,12760,277.7853015129178,,0.009856816836526602,False,0,False,0,variable,variable,0.3.2
2,125486577,17,120,13098,0.4401260197162628,,0.001377430818896013,False,0,False,0,quiet,quiet,0.3.2
2,126982085,17,120,12714,0.904111897945404,,0.0026458758140564076,False,0,False,0,quiet,quiet,0.3.2
2,126984091,17,120,12716,1.115846049785614,,0.015634522580949786,False,0,False,0,quiet,quiet,0.3.2
2,126984241,17,120,12716,1.245263615532898,,0.015796562708452252,False,0,False,0,quiet,quiet,0.3.2
2,126997226,17,120,12709,0.5107777118682861,,0.016659423627680053,False,0,False,0,quiet,quiet,0.3.2
2,126999281,17,120,12592,1.8648688673973082,,0.009113494351015853,False,0,False,0,quiet,quiet,0.3.2
2,126999353,17,120,12559,2.7633250951766963,,0.01936432759466884,False,0,False,0,quiet,quiet,0.3.2
2,126999617,17,120,12410,1.0652985294252195,,0.002811404158549787,False,0,False,0,quiet,quiet,0.3.2
2,127000172,17,120,12707,0.8441971421241761,,0.05411951637285783,False,0,False,0,quiet,quiet,0.3.2
2,127001597,17,120,12704,0.5996777415467655,,0.04021557461794776,False,0,False,0,quiet,quiet,0.3.2
2,127019774,17,120,12620,5.595224857614943,5.757654178899713,0.7289616889234356,False,6,False,0,flaring,flaring,0.3.2
2,127020676,17,120,12366,12.262994841843996,1.8238217524397502,0.7383841176754739,False,0,False,0,rotator,pulsator,0.3.2
2,1271341297,17,120,10137,318.84733096361157,,0.01582850908735639,False,0,False,0,variable,variable,0.3.2
2,127365016,17,120,13127,16.382443964481354,1.491154818129679,0.10567695089263429,False,8,False,0,flaring,eclipsing,0.3.2
2,127420450,17,120,13023,6.150187826156616,8.965746920237228,0.8338978295517177,False,0,False,0,rotator,pulsator,0.3.2
2,127422245,17,120,13090,0.481350524345009,,0.041578858561525864,False,0,False,0,quiet,quiet,0.3.2
2,127425508,17,120,13096,1.2856928944587707,5.550236740063199,0.2637449492103468,False,0,False,0,rotator,rotator,0.3.2
2,127426994,17,120,13096,0.7275489449501037,,0.05627968213574512,False,0,False,0,quiet,quiet,0.3.2
2,127428682,17,120,12777,1.3458727598190308,,0.0034996386427225312,False,0,False,0,quiet,quiet,0.3.2
2,127500147,17,120,12747,69.02842644453048,,0.03924410272515925,False,0,False,0,variable,variable,0.3.2
2,127502401,17,120,12831,2.6312121748924255,,0.0010124042634039425,False,0,False,0,quiet,quiet,0.3.2
2,12788720,17,120,14787,9.029542529582976,,0.001379181732398513,False,0,False,0,variable,variable,0.3.2
2,12789316,17,120,14839,30.30378770828247,,0.05877187109733498,False,0,False,0,variable,variable,0.3.2
2,12794832,17,120,14597,0.5825340270996093,0.37208054902064763,0.10950582243390182,False,0,False,0,rotator,pulsator,0.3.2
2,12954962,17,120,15127,0.5346375703811646,,0.009076829209863822,False,0,False,0,quiet,quiet,0.3.2
2,12962163,17,120,14773,1.3944761753082275,,0.0033940241308781697,False,0,False,0,quiet,quiet,0.3.2
2,13029647,17,120,14603,19.16927543878555,1.3585304988670575,0.10622883548481712,False,1,False,0,rotator,pulsator,0.3.2
2,13113483,17,120,14760,3.9770849347114563,,0.03813939246556747,False,0,False,0,quiet,quiet,0.3.2
2,13211274,17,120,14601,7.5531475067138665,,0.00429407943766963,False,0,False,0,variable,variable,0.3.2
2,13279418,17,120,14602,7.286889159679412,,0.0019321227186537343,False,0,False,0,variable,variable,0.3.2
2,13468023,17,120,14582,4.840325634469818,,0.024805427530340592,False,0,False,0,quiet,quiet,0.3.2
2,13822888,17,120,13018,0.8197186702573696,,0.06036479918029448,False,0,False,0,quiet,quiet,0.3.2
2,13825759,17,120,13026,0.5470976861061044,,0.035508081711413675,False,0,False,0,quiet,quiet,0.3.2
2,13826039,17,120,12834,1.7224166750907897,,0.01640215790281423,False,0,False,0,quiet,quiet,0.3.2
2,13826274,17,120,13021,0.6666621208190917,,0.002861584451583548,False,0,False,0,quiet,quiet,0.3.2
2,13827618,17,120,13025,0.7956820964813232,,0.004172471794168713,False,0,False,0,quiet,quiet,0.3.2
2,13829713,17,120,12838,3.5455310014206765,0.7747159523801658,0.4388104863491931,False,8,False,0,flaring,flaring,0.3.2
2,13918846,17,120,13027,0.6654249429702759,,0.003006508201246716,False,0,False,0,quiet,quiet,0.3.2
2,13937166,17,120,13023,0.3557770013809204,,0.07320296705337394,False,0,False,0,quiet,quiet,0.3.2
2,13960534,17,120,13021,1.1835373520851133,10.677970294228876,0.2939522645420147,False,0,False,0,rotator,pulsator,0.3.2
2,13960713,17,120,13026,0.5159031629562377,,0.0033572557606915687,False,0,False,0,quiet,quiet,0.3.2
2,13960751,17,120,12852,4.271975366590939,,0.03570211736702301,False,2,False,0,quiet,quiet,0.3.2
2,13961601,17,120,12938,4.941156067917111,19.571596813222147,0.9327986025309501,False,4,False,0,flaring,flaring,0.3.2
2,13997060,17,120,13025,0.28835080862045287,,0.014153096962887409,False,0,False,0,quiet,quiet,0.3.2
2,1400695475,17,120,13521,224.75633239746094,,0.003221218448031062,False,0,False,0,variable,variable,0.3.2
2,14008663,17,120,12839,4.079505586624145,,0.009938647523589082,False,5,False,0,flaring,flaring,0.3.2
2,1401020353,17,120,12607,1.3463146090507507,,0.007810773605257945,False,0,False,0,quiet,quiet,0.3.2
2,150950803,17,120,12892,2.213708835840225,,0.0017607423181121523,False,0,False,0,quiet,quiet,0.3.2
2,150974582,17,120,12240,4.182986552030249,,0.002361303999578059,False,0,False,0,quiet,quiet,0.3.2
2,150976180,17,120,12679,1.0513360619544982,,0.0069352837427324255,False,0,False,0,quiet,quiet,0.3.2
2,150977490,17,120,12712,1.6318375825881957,3.8384462399488943,0.4818882229259923,False,0,False,0,rotator,pulsator,0.3.2
2,150989639,17,120,11982,40.74963255078695,0.5658164045462165,0.919100817486584,False,0,False,0,rotator,pulsator,0.3.2
2,154063097,17,120,13135,0.9326553583145142,,0.030626943869516893,False,0,False,0,quiet,quiet,0.3.2
2,154268512,17,120,13004,1.461504660203914,,0.0010619485610225867,False,0,False,0,quiet,quiet,0.3.2
2,154479074,17,120,13135,0.7688176631927489,,0.0951565192065356,False,0,False,0,quiet,quiet,0.3.2
2,154481559,17,120,13023,0.799040150642395,,0.0016238168632925298,False,0,False,0,quiet,quiet,0.3.2
2,154575024,17,120,13132,13.259188485145568,0.6390662487508058,0.36810788963817015,False,1,False,0,rotator,pulsator,0.3.2
2,154650388,17,120,13135,0.6405930161476134,,0.02916918893286477,False,0,False,0,quiet,quiet,0.3.2
2,154714788,17,120,13136,2.893670704772195,,0.008747443305081407,False,0,False,0,quiet,quiet,0.3.2
2,154877188,17,120,13133,0.4902759075164795,,0.008547081226402643,False,2,False,0,quiet,quiet,0.3.2
2,154878810,17,120,13134,0.6166448061658385,,0.04248714126784515,False,0,False,0,quiet,quiet,0.3.2
2,154881441,17,120,13136,0.9767518534212198,,0.025698427858095264,False,0,False,0,quiet,quiet,0.3.2
2,154888068,17,120,13132,0.8368624698180696,5.815509632019143,0.15649922293481552,False,0,False,0,rotator,pulsator,0.3.2
2,154889493,17,120,12899,1.1067439556121825,,0.002310443977109389,False,0,False,0,quiet,quiet,0.3.2
2,155028080,17,120,13133,0.30346205234527585,,0.03131737318899223,False,0,False,0,quiet,quiet,0.3.2
2,15518140,17,120,13033,0.9003119945526122,,0.0037137479371843855,False,0,False,0,quiet,quiet,0.3.2
2,15518194,17,120,13042,0.3347007730781571,,0.016770570642866953,False,0,False,0,quiet,quiet,0.3.2
